1515179769,1000.000000,0.0032,-0.0010,0.0034,-0.8275,4.7530,0.0098,0.1555,-1.5064
1515179769,1000.000000,0.0031,-0.0012,0.0029,-0.8274,4.7563,0.0099,0.1554,-1.4946
1515179769,1000.000000,0.0034,-0.0013,0.0035,-0.8274,4.7519,0.0098,0.1553,-1.4928
1515179769,1000.000000,0.0031,-0.0011,0.0029,-0.8274,4.7528,0.0098,0.1551,-1.4927
1515179769,1000.000000,0.0034,-0.0011,0.0032,-0.8274,4.7522,0.0099,0.1553,-1.4928
1515179769,1000.000000,0.0032,-0.0010,0.0029,-0.8274,4.7551,0.0099,0.1554,-1.4928
1515179769,1000.000000,0.0032,-0.0013,0.0032,-0.8274,4.7560,0.0102,0.1552,-1.4928
1515179769,1000.000000,0.0029,-0.0009,0.0027,-0.8274,4.7479,0.0096,0.1549,-1.4933
1515179769,1000.000000,0.0034,-0.0005,0.0032,-0.8274,4.7470,0.0098,0.1547,-1.4933
1515179769,1000.000000,0.0029,-0.0010,0.0027,-0.8274,4.7600,0.0099,0.1547,-1.4930
1515179769,1000.000000,0.0032,-0.0011,0.0034,-0.8274,4.7609,0.0098,0.1550,-1.4928
1515179769,1000.000000,0.0031,-0.0011,0.0029,-0.8274,4.7659,0.0099,0.1550,-1.4928
1515179769,1000.000000,0.0034,-0.0011,0.0034,-0.8274,4.7607,0.0098,0.1553,-1.4930
1515179769,1000.000000,0.0031,-0.0009,0.0029,-0.8274,4.7604,0.0099,0.1550,-1.4930
1515179769,1000.000000,0.0032,-0.0010,0.0034,-0.8274,4.7557,0.0099,0.1549,-1.4930
1515179769,1000.000000,0.0032,-0.0013,0.0032,-0.8274,4.7562,0.0099,0.1548,-1.4928
1515179769,1000.000000,0.0031,-0.0009,0.0032,-0.8274,4.7552,0.0098,0.1553,-1.4933
1515179769,1000.000000,0.0031,-0.0006,0.0029,-0.8274,4.7554,0.0099,0.1551,-1.4930
1515179769,1000.000000,0.0032,-0.0009,0.0032,-0.8274,4.7543,0.0099,0.1552,-1.4933
1515179769,1000.000000,0.0031,-0.0010,0.0032,-0.8274,4.7554,0.0096,0.1550,-1.4934
1515179769,1000.000000,0.0031,-0.0010,0.0032,-0.8274,4.7559,0.0099,0.1550,-1.4933
1515179769,1000.000000,0.0032,-0.0012,0.0034,-0.8275,4.7580,0.0099,0.1548,-1.4934
1515179769,1000.000000,0.0031,-0.0009,0.0032,-0.8274,4.7601,0.0098,0.1553,-1.4933
1515179769,1000.000000,0.0032,-0.0009,0.0032,-0.8275,4.7601,0.0099,0.1552,-1.4934
