1515179467,1000.000000,-0.1172,-0.0007,-0.1137,-0.0003,4.7557,4.7568,-0.0018,-1.1005
1515179467,1000.000000,-0.1158,-0.0007,-0.1129,-0.0002,4.7549,4.7551,-0.0017,-1.1007
1515179467,1000.000000,-0.1170,-0.0006,-0.1138,-0.0002,4.7549,4.7563,-0.0017,-1.1007
1515179467,1000.000000,-0.1199,-0.0007,-0.1160,-0.0002,4.7546,4.7560,-0.0017,-1.1008
1515179467,1000.000000,-0.1176,-0.0006,-0.1143,-0.0002,4.7551,4.7555,-0.0016,-1.1008
1515179467,1000.000000,-0.1190,-0.0006,-0.1152,-0.0001,4.7549,4.7562,-0.0017,-1.1008
1515179467,1000.000000,-0.1158,-0.0006,-0.1131,-0.0002,4.7546,4.7548,-0.0016,-1.1010
1515179467,1000.000000,-0.1196,-0.0006,-0.1160,-0.0002,4.7493,4.7490,-0.0017,-1.1010
1515179467,1000.000000,-0.1216,-0.0006,-0.1172,-0.0003,4.7584,4.7589,-0.0017,-1.1013
1515179467,1000.000000,-0.1224,-0.0007,-0.1176,-0.0002,4.7581,4.7592,-0.0017,-1.1013
1515179467,1000.000000,-0.1216,-0.0006,-0.1170,-0.0003,4.7641,4.7652,-0.0017,-1.1010
1515179467,1000.000000,-0.1183,-0.0006,-0.1146,-0.0002,4.7623,4.7630,-0.0016,-1.1010
1515179467,1000.000000,-0.1180,-0.0007,-0.1143,-0.0002,4.7607,4.7617,-0.0018,-1.1008
1515179467,1000.000000,-0.1230,-0.0006,-0.1176,-0.0002,4.7583,4.7583,-0.0016,-1.1010
1515179467,1000.000000,-0.1205,-0.0006,-0.1161,-0.0002,4.7568,4.7569,-0.0017,-1.1010
1515179467,1000.000000,-0.1219,-0.0006,-0.1169,-0.0002,4.7549,4.7551,-0.0017,-1.1013
1515179467,1000.000000,-0.1183,-0.0005,-0.1146,-0.0002,4.7562,4.7571,-0.0016,-1.1010
1515179467,1000.000000,-0.1169,-0.0007,-0.1137,-0.0003,4.7543,4.7552,-0.0018,-1.1013
1515179467,1000.000000,-0.1158,-0.0006,-0.1131,-0.0003,4.7530,4.7539,-0.0017,-1.1013
1515179467,1000.000000,-0.1176,-0.0006,-0.1143,-0.0003,4.7542,4.7551,-0.0017,-1.1014
1515179467,1000.000000,-0.1201,-0.0006,-0.1160,-0.0002,4.7549,4.7555,-0.0017,-1.1014
1515179467,1000.000000,-0.1164,-0.0007,-0.1137,-0.0003,4.7530,4.7531,-0.0017,-1.1013
1515179467,1000.000000,-0.1161,-0.0006,-0.1135,-0.0002,4.7531,4.7542,-0.0016,-1.1014
1515179467,1000.000000,-0.1160,-0.0006,-0.1135,-0.0003,4.7554,4.7563,-0.0016,-1.1014
1515179467,1000.000000,-0.1230,-0.0006,-0.1181,-0.0003,4.7588,4.7609,-0.0017,-1.1016
1515179467,1000.000000,-0.1212,-0.0007,-0.1169,-0.0002,4.7591,4.7600,-0.0017,-1.1016
1515179467,1000.000000,-0.1221,-0.0006,-0.1175,-0.0002,4.7598,4.7606,-0.0016,-1.1016
1515179467,1000.000000,-0.1204,-0.0006,-0.1160,-0.0002,4.7615,4.7629,-0.0017,-1.1016
1515179467,1000.000000,-0.1190,-0.0006,-0.1149,-0.0002,4.7655,4.7664,-0.0016,-1.1014
1515179467,1000.000000,-0.1183,-0.0006,-0.1143,-0.0002,4.7638,4.7627,-0.0017,-1.1016
1515179467,1000.000000,-0.1195,-0.0006,-0.1151,-0.0002,4.7647,4.7658,-0.0017,-1.1014
1515179467,1000.000000,-0.1222,-0.0007,-0.1170,-0.0002,4.7615,4.7612,-0.0017,-1.1017
1515179467,1000.000000,-0.1184,-0.0007,-0.1146,-0.0003,4.7554,4.7557,-0.0017,-1.1016
1515179467,1000.000000,-0.1166,-0.0007,-0.1131,-0.0002,4.7607,4.7627,-0.0016,-1.1016
1515179467,1000.000000,-0.1163,-0.0007,-0.1129,-0.0002,4.7649,4.7656,-0.0017,-1.1016
1515179467,1000.000000,-0.1160,-0.0007,-0.1128,-0.0003,4.7658,4.7668,-0.0016,-1.1016
1515179467,1000.000000,-0.1183,-0.0006,-0.1146,-0.0003,4.7563,4.7580,-0.0016,-1.1017
1515179467,1000.000000,-0.1199,-0.0007,-0.1160,-0.0003,4.7539,4.7557,-0.0018,-1.1019
1515179467,1000.000000,-0.1143,-0.0007,-0.1120,-0.0003,4.7563,4.7566,-0.0017,-1.1019
1515179467,1000.000000,-0.1172,-0.0007,-0.1141,-0.0003,4.7520,4.7536,-0.0018,-1.1019
1515179467,1000.000000,-0.1158,-0.0006,-0.1131,-0.0002,4.7552,4.7563,-0.0016,-1.1017
1515179467,1000.000000,-0.1195,-0.0006,-0.1158,-0.0002,4.7481,4.7479,-0.0016,-1.1020
1515179467,1000.000000,-0.1204,-0.0006,-0.1166,-0.0002,4.7467,4.7478,-0.0017,-1.1020
1515179467,1000.000000,-0.1219,-0.0007,-0.1175,-0.0003,4.7551,4.7560,-0.0018,-1.1020
1515179467,1000.000000,-0.1205,-0.0007,-0.1163,-0.0003,4.7559,4.7563,-0.0017,-1.1020
1515179467,1000.000000,-0.1181,-0.0007,-0.1143,-0.0002,4.7549,4.7557,-0.0016,-1.1020
1515179467,1000.000000,-0.1213,-0.0007,-0.1166,-0.0002,4.7554,4.7562,-0.0017,-1.1019
1515179467,1000.000000,-0.1213,-0.0006,-0.1167,-0.0002,4.7560,4.7571,-0.0016,-1.1020
1515179467,1000.000000,-0.1212,-0.0006,-0.1166,-0.0002,4.7569,4.7581,-0.0016,-1.1023
