1515185270,1000.000000,50,0.1108,-0.0129,0.1100,-0.0056,4.7501,0.0098,0.1549,-4.7308
1515185270,1000.000000,50,0.1103,-0.0126,0.1099,-0.0057,4.7456,0.0098,0.1550,-4.7191
1515185270,1000.000000,50,0.1091,-0.0121,0.1085,-0.0057,4.7519,0.0098,0.1550,-4.7171
1515185270,1000.000000,50,0.1083,-0.0120,0.1077,-0.0057,4.7472,0.0098,0.1549,-4.7174
1515185270,1000.000000,50,0.1071,-0.0118,0.1067,-0.0057,4.7496,0.0098,0.1548,-4.7171
1515185270,1000.000000,50,0.1064,-0.0118,0.1057,-0.0056,4.7487,0.0098,0.1546,-4.7172
1515185270,1000.000000,50,0.1048,-0.0117,0.1045,-0.0055,4.7490,0.0098,0.1553,-4.7172
1515185270,1000.000000,50,0.1036,-0.0114,0.1035,-0.0054,4.7435,0.0098,0.1550,-4.7174
1515185270,1000.000000,50,0.1024,-0.0109,0.1019,-0.0051,4.7520,0.0099,0.1550,-4.7172
1515185270,1000.000000,50,0.1012,-0.0108,0.1007,-0.0052,4.7520,0.0098,0.1550,-4.7172
1515185270,1000.000000,50,0.0998,-0.0114,0.0996,-0.0051,4.7533,0.0099,0.1547,-4.7172
1515185270,1000.000000,50,0.0998,-0.0123,0.0996,-0.0051,4.7531,0.0098,0.1545,-4.7171
1515185270,1000.000000,50,0.1003,-0.0126,0.0996,-0.0052,4.7540,0.0098,0.1550,-4.7171
1515185270,1000.000000,50,0.1007,-0.0132,0.1006,-0.0054,4.7560,0.0098,0.1550,-4.7171
1515185270,1000.000000,50,0.1016,-0.0132,0.1010,-0.0056,4.7542,0.0096,0.1550,-4.7172
1515185270,1000.000000,50,0.1025,-0.0135,0.1021,-0.0054,4.7559,0.0098,0.1548,-4.7172
1515185270,1000.000000,50,0.1036,-0.0139,0.1032,-0.0055,4.7594,0.0098,0.1549,-4.7172
1515185270,1000.000000,50,0.1047,-0.0140,0.1044,-0.0055,4.7568,0.0098,0.1547,-4.7172
1515185270,1000.000000,50,0.1056,-0.0138,0.1051,-0.0054,4.7542,0.0098,0.1551,-4.7176
1515185270,1000.000000,50,0.1068,-0.0140,0.1062,-0.0054,4.7508,0.0099,0.1550,-4.7176
1515185270,1000.000000,50,0.1077,-0.0139,0.1071,-0.0052,4.7490,0.0098,0.1549,-4.7177
1515185270,1000.000000,50,0.1088,-0.0143,0.1082,-0.0053,4.7491,0.0098,0.1548,-4.7176
1515185270,1000.000000,50,0.1097,-0.0145,0.1093,-0.0054,4.7482,0.0098,0.1549,-4.7176
1515185270,1000.000000,50,0.1106,-0.0142,0.1099,-0.0053,4.7530,0.0099,0.1546,-4.7174
1515185270,1000.000000,50,0.1114,-0.0140,0.1108,-0.0053,4.7559,0.0098,0.1550,-4.7176
1515185270,1000.000000,50,0.1119,-0.0140,0.1112,-0.0056,4.7600,0.0098,0.1550,-4.7177
1515185270,1000.000000,50,0.1123,-0.0138,0.1115,-0.0055,4.7659,0.0098,0.1550,-4.7176
